G,Date,Years,Days,Age,Team,Opp,Outcome,Score Dif,Minutes,Seconds,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Season
49,1/31/2010,25,32,25.08767123,CLE,LAC,W ,25,39,55,39.91666667,10,20,0.5,5,6,0.833,7,8,0.875,1,2,3,11,1,0,1,1,32,30.2,15,2010
50,2/2/2010,25,34,25.09315068,CLE,MEM,W ,16,37,7,37.11666667,7,14,0.5,1,4,0.25,7,7,1,1,5,6,15,1,1,4,2,22,24.6,19,2010
51,2/4/2010,25,36,25.09863014,CLE,MIA,W ,16,40,6,40.1,9,16,0.563,1,4,0.25,17,21,0.81,2,5,7,8,2,0,4,1,36,32.9,20,2010
52,2/6/2010,25,38,25.10410959,CLE,NYK,W ,7,43,51,43.85,17,31,0.548,6,12,0.5,7,7,1,1,7,8,8,5,0,5,2,47,39.7,4,2010
53,2/9/2010,25,41,25.11232877,CLE,NJN,W ,7,42,21,42.35,13,21,0.619,1,4,0.25,5,9,0.556,0,3,3,11,1,0,3,0,32,27.5,-2,2010
54,2/11/2010,25,43,25.11780822,CLE,ORL,W ,9,45,5,45.08333333,10,21,0.476,2,6,0.333,10,12,0.833,1,7,8,13,2,0,3,2,32,30.6,16,2010
55,2/18/2010,25,50,25.1369863,CLE,DEN,L ,-2,47,0,47,15,33,0.455,1,9,0.111,12,17,0.706,1,12,13,15,2,4,3,1,43,40.1,-5,2010
56,2/19/2010,25,51,25.13972603,CLE,CHA,L ,-17,35,30,35.5,6,14,0.429,2,6,0.333,8,10,0.8,1,2,3,9,4,0,2,2,22,22.6,-2,2010
57,2/21/2010,25,53,25.14520548,CLE,ORL,L ,-6,39,23,39.38333333,12,25,0.48,1,6,0.167,8,12,0.667,0,9,9,6,2,1,5,0,33,23.3,-9,2010
58,2/23/2010,25,55,25.15068493,CLE,NOH,W ,10,44,7,44.11666667,7,16,0.438,2,6,0.333,4,4,1,1,4,5,13,2,0,0,0,20,24.6,17,2010
59,2/25/2010,25,57,25.15616438,CLE,BOS,W ,20,35,57,35.95,11,23,0.478,3,6,0.5,11,15,0.733,1,6,7,9,0,0,2,2,36,28.7,9,2010
60,2/26/2010,25,58,25.15890411,CLE,TOR,W ,8,44,24,44.4,10,17,0.588,1,4,0.25,15,16,0.938,0,6,6,9,2,0,1,2,36,36,8,2010
61,3/1/2010,25,61,25.16712329,CLE,NYK,W ,31,31,14,31.23333333,9,17,0.529,1,4,0.25,3,5,0.6,0,7,7,7,2,2,3,0,22,20.3,39,2010
62,3/3/2010,25,63,25.17260274,CLE,NJN,W ,19,40,41,40.68333333,10,18,0.556,0,4,0,6,7,0.857,2,5,7,14,3,1,3,1,26,30,18,2010
63,3/5/2010,25,65,25.17808219,CLE,DET,W ,7,41,52,41.86666667,16,27,0.593,3,7,0.429,5,6,0.833,2,11,13,6,3,2,4,1,40,36,12,2010
,3/6/2010,25,66,25.18082192,CLE,MIL,L ,-7,Did Not Dress,,#VALUE!,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,2010
,3/8/2010,25,68,25.18630137,CLE,SAS,W ,2,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2010
64,3/12/2010,25,72,25.19726027,CLE,PHI,W ,5,42,6,42.1,7,18,0.389,3,10,0.3,6,12,0.5,0,6,6,10,1,3,1,2,23,20.9,2,2010
65,3/14/2010,25,74,25.20273973,CLE,BOS,W ,11,38,52,38.86666667,9,21,0.429,1,3,0.333,11,16,0.688,3,5,8,7,2,3,2,2,30,26.7,3,2010
66,3/16/2010,25,76,25.20821918,CLE,DET,W ,12,43,7,43.11666667,10,22,0.455,1,3,0.333,8,11,0.727,2,10,12,12,1,1,4,0,29,26.9,13,2010
67,3/17/2010,25,77,25.2109589,CLE,IND,W ,5,38,43,38.71666667,11,24,0.458,2,4,0.5,8,10,0.8,1,8,9,9,3,2,6,2,32,25.8,14,2010
68,3/19/2010,25,79,25.21643836,CLE,CHI,W ,7,37,31,37.51666667,9,21,0.429,0,3,0,11,12,0.917,1,10,11,7,2,2,5,1,29,24.1,5,2010
69,3/21/2010,25,81,25.22191781,CLE,DET,W ,25,30,48,30.8,5,9,0.556,2,3,0.667,3,3,1,0,3,3,7,0,1,0,0,15,17.2,17,2010
70,3/24/2010,25,84,25.23013699,CLE,NOH,W ,13,40,45,40.75,15,22,0.682,1,5,0.2,7,8,0.875,2,4,6,9,1,0,3,2,38,34.3,9,2010
71,3/26/2010,25,86,25.23561644,CLE,SAS,L ,-5,39,18,39.3,11,21,0.524,1,6,0.167,4,7,0.571,0,5,5,10,2,0,5,2,27,20.2,-5,2010
72,3/28/2010,25,88,25.24109589,CLE,SAC,W ,7,39,5,39.08333333,13,22,0.591,3,6,0.5,5,6,0.833,1,6,7,8,3,0,3,2,34,30.7,8,2010
73,3/31/2010,25,91,25.24931507,CLE,MIL,W ,3,39,5,39.08333333,7,17,0.412,0,1,0,9,13,0.692,1,8,9,7,1,1,4,2,23,17.2,10,2010
74,4/2/2010,25,93,25.25479452,CLE,ATL,W ,5,38,22,38.36666667,11,20,0.55,1,3,0.333,4,7,0.571,0,13,13,6,2,0,2,1,27,23.9,11,2010
75,4/4/2010,25,95,25.26027397,CLE,BOS,L ,-4,44,32,44.53333333,14,31,0.452,0,9,0,14,22,0.636,1,6,7,9,1,1,3,0,42,30.2,-1,2010
76,4/6/2010,25,97,25.26575342,CLE,TOR,W ,12,35,34,35.56666667,5,13,0.385,0,2,0,9,10,0.9,0,6,6,13,0,1,4,1,19,18.7,19,2010
,4/8/2010,25,99,25.27123288,CLE,CHI,L ,-1,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2010
,4/9/2010,25,100,25.2739726,CLE,IND,L ,-3,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2010
,4/11/2010,25,102,25.27945205,CLE,ORL,L ,-6,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2010
,4/14/2010,25,105,25.28767123,CLE,ATL,L ,-16,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2010
1,10/26/2010,25,300,25.82191781,MIA,BOS,L ,-8,42,39,42.65,10,21,0.476,3,6,0.5,8,12,0.667,0,4,4,3,1,2,8,1,31,16,1,2011
2,10/27/2010,25,301,25.82465753,MIA,PHI,W ,10,37,33,37.55,5,12,0.417,0,2,0,6,6,1,0,6,6,7,2,1,9,1,16,9.6,6,2011
3,10/29/2010,25,303,25.83013699,MIA,ORL,W ,26,30,2,30.03333333,6,13,0.462,2,3,0.667,1,2,0.5,0,6,6,7,0,0,3,4,15,10,13,2011
4,10/31/2010,25,305,25.83561644,MIA,NJN,W ,23,28,57,28.95,5,12,0.417,0,4,0,10,12,0.833,0,7,7,7,2,0,5,3,20,15.6,18,2011
5,11/2/2010,25,307,25.84109589,MIA,MIN,W ,32,32,26,32.43333333,7,12,0.583,0,2,0,6,8,0.75,0,0,0,12,2,1,1,0,20,23.7,32,2011
6,11/5/2010,25,310,25.84931507,MIA,NOH,L ,-3,41,12,41.2,6,16,0.375,1,2,0.5,7,8,0.875,0,7,7,10,3,1,3,0,20,20.6,-6,2011
7,11/6/2010,25,311,25.85205479,MIA,NJN,W ,12,33,35,33.58333333,9,16,0.563,2,4,0.5,3,5,0.6,0,3,3,9,2,0,4,1,23,19.4,11,2011
8,11/9/2010,25,314,25.86027397,MIA,UTA,L ,-2,46,44,46.73333333,5,18,0.278,0,1,0,10,11,0.909,2,9,11,14,1,3,2,3,20,22.8,4,2011
9,11/11/2010,25,316,25.86575342,MIA,BOS,L ,-5,44,28,44.46666667,9,21,0.429,0,5,0,17,22,0.773,0,10,10,9,3,0,4,3,35,29,0,2011
10,11/13/2010,25,318,25.87123288,MIA,TOR,W ,9,39,20,39.33333333,8,21,0.381,0,1,0,7,11,0.636,1,1,2,11,2,0,3,0,23,17.6,11,2011
11,11/17/2010,25,322,25.88219178,MIA,PHO,W ,27,23,3,23.05,9,15,0.6,0,2,0,2,3,0.667,3,5,8,9,3,0,3,5,20,20.6,24,2011
12,11/19/2010,25,324,25.88767123,MIA,CHA,W ,8,39,29,39.48333333,12,25,0.48,2,5,0.4,6,7,0.857,0,2,2,5,2,0,4,1,32,20.6,4,2011
13,11/20/2010,25,325,25.89041096,MIA,MEM,L ,-2,42,6,42.1,11,23,0.478,2,4,0.5,5,6,0.833,0,3,3,11,1,0,4,2,29,21.7,-1,2011
14,11/22/2010,25,327,25.89589041,MIA,IND,L ,-16,41,34,41.56666667,6,14,0.429,2,8,0.25,11,15,0.733,0,5,5,6,1,0,6,3,25,15.5,-1,2011
15,11/24/2010,25,329,25.90136986,MIA,ORL,L ,-9,40,44,40.73333333,9,18,0.5,1,3,0.333,6,8,0.75,1,5,6,4,1,0,3,3,25,17,-15,2011
16,11/26/2010,25,331,25.90684932,MIA,PHI,W ,9,40,34,40.56666667,5,15,0.333,1,5,0.2,9,11,0.818,1,7,8,6,2,1,2,1,20,18,11,2011
17,11/27/2010,25,332,25.90958904,MIA,DAL,L ,-11,36,4,36.06666667,5,19,0.263,0,4,0,13,15,0.867,2,6,8,4,1,0,5,3,23,11.7,-14,2011
18,11/29/2010,25,334,25.91506849,MIA,WAS,W ,11,38,11,38.18333333,10,18,0.556,1,1,1,9,11,0.818,1,5,6,5,1,1,7,3,30,19.8,3,2011
19,12/1/2010,25,336,25.92054795,MIA,DET,W ,25,31,14,31.23333333,8,15,0.533,1,1,1,1,2,0.5,2,4,6,3,1,0,4,0,18,12,17,2011
20,12/2/2010,25,337,25.92328767,MIA,CLE,W ,28,30,2,30.03333333,15,25,0.6,2,7,0.286,6,9,0.667,0,5,5,8,1,1,0,1,38,33.7,26,2011
21,12/4/2010,25,339,25.92876712,MIA,ATL,W ,12,37,19,37.31666667,5,11,0.455,1,1,1,11,13,0.846,0,7,7,4,1,1,2,1,22,19.7,7,2011
22,12/6/2010,25,341,25.93424658,MIA,MIL,W ,10,38,41,38.68333333,7,16,0.438,1,3,0.333,2,4,0.5,0,6,6,6,1,1,1,5,17,12.5,17,2011
23,12/8/2010,25,343,25.93972603,MIA,UTA,W ,13,39,26,39.43333333,12,20,0.6,3,5,0.6,6,7,0.857,1,6,7,9,0,0,2,4,33,28.6,0,2011
24,12/10/2010,25,345,25.94520548,MIA,GSW,W ,22,30,43,30.71666667,10,18,0.556,3,4,0.75,2,3,0.667,0,7,7,9,1,1,4,1,25,21.7,22,2011
25,12/11/2010,25,346,25.94794521,MIA,SAC,W ,21,35,11,35.18333333,10,19,0.526,2,3,0.667,3,5,0.6,1,9,10,3,2,0,3,1,25,19,15,2011
26,12/13/2010,25,348,25.95342466,MIA,NOH,W ,12,40,18,40.3,6,16,0.375,0,3,0,8,10,0.8,1,3,4,7,0,0,5,2,20,11.1,11,2011
27,12/15/2010,25,350,25.95890411,MIA,CLE,W ,6,38,31,38.51666667,5,15,0.333,0,4,0,11,18,0.611,2,11,13,5,1,0,4,1,21,14.5,0,2011
28,12/17/2010,25,352,25.96438356,MIA,NYK,W ,22,38,13,38.21666667,14,23,0.609,3,6,0.5,1,3,0.333,1,10,11,10,1,0,5,1,32,27,31,2011
29,12/18/2010,25,353,25.96712329,MIA,WAS,W ,1,40,31,40.51666667,9,19,0.474,3,7,0.429,11,12,0.917,1,6,7,6,1,0,4,3,32,24.4,6,2011
30,12/20/2010,25,355,25.97260274,MIA,DAL,L ,-2,36,5,36.08333333,6,17,0.353,2,4,0.5,5,7,0.714,3,7,10,7,0,0,5,4,19,11.2,-20,2011
31,12/23/2010,25,358,25.98082192,MIA,PHO,W ,12,37,23,37.38333333,13,22,0.591,2,5,0.4,8,8,1,1,5,6,4,3,0,5,5,36,26.8,4,2011
32,12/25/2010,25,360,25.98630137,MIA,LAL,W ,16,38,11,38.18333333,8,14,0.571,5,6,0.833,6,6,1,1,10,11,10,4,0,1,2,27,33.3,15,2011
33,12/28/2010,25,363,25.99452055,MIA,NYK,W ,8,40,25,40.41666667,8,17,0.471,1,2,0.5,1,3,0.333,0,10,10,8,0,0,3,3,18,12.9,17,2011
34,12/29/2010,25,364,25.99726027,MIA,HOU,W ,6,39,9,39.15,8,15,0.533,0,4,0,4,4,1,0,6,6,9,1,0,3,3,20,17.6,16,2011
35,1/1/2011,26,2,26.00547945,MIA,GSW,W ,7,41,31,41.51666667,7,15,0.467,0,3,0,11,17,0.647,2,5,7,10,1,1,3,1,25,23.1,6,2011
36,1/3/2011,26,4,26.0109589,MIA,CHA,W ,14,36,34,36.56666667,15,26,0.577,2,4,0.5,6,6,1,0,9,9,5,1,0,3,3,38,28.8,20,2011
37,1/4/2011,26,5,26.01369863,MIA,MIL,W ,12,36,35,36.58333333,8,15,0.533,0,0,,9,11,0.818,1,5,6,9,0,2,2,2,25,24,10,2011
38,1/7/2011,26,8,26.02191781,MIA,MIL,W ,6,45,16,45.26666667,8,23,0.348,1,4,0.25,9,11,0.818,1,9,10,5,6,1,5,2,26,20.1,7,2011
39,1/9/2011,26,10,26.02739726,MIA,POR,W ,7,46,11,46.18333333,17,26,0.654,3,5,0.6,7,10,0.7,3,10,13,6,2,0,6,4,44,35.1,5,2011
40,1/12/2011,26,13,26.03561644,MIA,LAC,L ,-6,39,44,39.73333333,11,24,0.458,3,6,0.5,2,5,0.4,2,6,8,6,0,0,3,1,27,17.4,-3,2011
,1/13/2011,26,14,26.03835616,MIA,DEN,L ,-28,Did Not Dress,,#VALUE!,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,2011
,1/15/2011,26,16,26.04383562,MIA,CHI,L ,-3,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2011
41,1/18/2011,26,19,26.05205479,MIA,ATL,L ,-4,44,17,44.28333333,11,30,0.367,2,10,0.2,10,11,0.909,2,8,10,7,2,0,6,3,34,20.5,-5,2011
42,1/22/2011,26,23,26.0630137,MIA,TOR,W ,17,38,0,38,14,29,0.483,1,3,0.333,9,14,0.643,1,10,11,6,2,1,1,2,38,30.1,13,2011
43,1/27/2011,26,28,26.07671233,MIA,NYK,L ,-5,42,32,42.53333333,7,24,0.292,0,2,0,10,12,0.833,2,9,11,5,2,2,4,3,24,15,5,2011
44,1/28/2011,26,29,26.07945205,MIA,DET,W ,1,44,19,44.31666667,15,25,0.6,2,4,0.5,7,10,0.7,0,8,8,9,1,2,3,1,39,34,4,2011
45,1/30/2011,26,31,26.08493151,MIA,OKC,W ,5,40,13,40.21666667,7,14,0.5,2,5,0.4,7,11,0.636,0,4,4,13,4,3,4,3,23,25.6,6,2011
46,1/31/2011,26,32,26.08767123,MIA,CLE,W ,27,31,22,31.36666667,7,14,0.5,0,0,,10,11,0.909,1,3,4,8,0,2,2,1,24,22.8,20,2011
47,2/3/2011,26,35,26.09589041,MIA,ORL,W ,4,42,39,42.65,17,25,0.68,3,5,0.6,14,17,0.824,2,9,11,8,1,1,3,2,51,46.7,2,2011
48,2/4/2011,26,36,26.09863014,MIA,CHA,W ,12,36,39,36.65,7,13,0.538,0,3,0,5,6,0.833,1,7,8,9,0,0,3,3,19,17.2,10,2011
49,2/6/2011,26,38,26.10410959,MIA,LAC,W ,18,35,37,35.61666667,6,15,0.4,0,2,0,0,2,0,1,5,6,4,4,0,6,2,12,5.3,15,2011
50,2/8/2011,26,40,26.10958904,MIA,IND,W ,5,41,44,41.73333333,15,23,0.652,2,5,0.4,9,13,0.692,3,10,13,8,3,1,4,1,41,39.3,18,2011
51,2/11/2011,26,43,26.11780822,MIA,DET,W ,14,34,43,34.71666667,7,17,0.412,0,2,0,2,3,0.667,0,8,8,10,4,0,3,0,16,16.9,15,2011
52,2/13/2011,26,45,26.12328767,MIA,BOS,L ,-3,43,28,43.46666667,10,21,0.476,0,2,0,2,3,0.667,1,6,7,7,1,0,4,2,22,14.5,1,2011
53,2/15/2011,26,47,26.12876712,MIA,IND,W ,7,40,55,40.91666667,11,20,0.55,1,3,0.333,4,6,0.667,1,5,6,5,2,2,5,1,27,20.3,9,2011
54,2/16/2011,26,48,26.13150685,MIA,TOR,W ,8,37,38,37.63333333,8,18,0.444,0,2,0,7,10,0.7,3,10,13,8,0,0,5,1,23,17.7,6,2011
55,2/22/2011,26,54,26.14794521,MIA,SAC,W ,20,30,24,30.4,14,26,0.538,3,6,0.5,0,3,0,2,6,8,3,0,0,3,4,31,17.9,18,2011
56,2/24/2011,26,56,26.15342466,MIA,CHI,L ,-4,41,26,41.43333333,12,21,0.571,0,4,0,5,6,0.833,0,10,10,5,2,1,2,1,29,25.5,3,2011
57,2/25/2011,26,57,26.15616438,MIA,WAS,W ,8,42,46,42.76666667,5,11,0.455,0,1,0,15,19,0.789,1,8,9,7,1,3,1,2,25,27,-4,2011
58,2/27/2011,26,59,26.16164384,MIA,NYK,L ,-5,39,8,39.13333333,10,20,0.5,1,5,0.2,6,8,0.75,0,7,7,5,3,1,5,2,27,19.7,-3,2011
59,3/3/2011,26,63,26.17260274,MIA,ORL,L ,-3,39,56,39.93333333,11,16,0.688,0,2,0,7,7,1,2,4,6,4,0,2,2,2,29,26.2,0,2011
60,3/4/2011,26,64,26.17534247,MIA,SAS,L ,-30,36,8,36.13333333,11,19,0.579,1,3,0.333,3,7,0.429,3,5,8,7,1,0,4,2,26,20.2,-16,2011
61,3/6/2011,26,66,26.18082192,MIA,CHI,L ,-1,41,50,41.83333333,10,18,0.556,1,2,0.5,5,6,0.833,3,5,8,6,2,0,2,2,26,24,-4,2011
62,3/8/2011,26,68,26.18630137,MIA,POR,L ,-9,45,32,45.53333333,14,20,0.7,2,4,0.5,1,4,0.25,1,10,11,8,1,0,4,3,31,26.5,-2,2011
63,3/10/2011,26,70,26.19178082,MIA,LAL,W ,6,42,16,42.26666667,7,17,0.412,0,3,0,5,7,0.714,1,7,8,9,1,0,1,1,19,17.8,8,2011
64,3/12/2011,26,72,26.19726027,MIA,MEM,W ,33,31,55,31.91666667,10,16,0.625,2,4,0.5,5,6,0.833,1,4,5,5,1,2,3,1,27,23.8,17,2011
65,3/14/2011,26,74,26.20273973,MIA,SAS,W ,30,41,31,41.51666667,8,19,0.421,0,1,0,5,5,1,0,6,6,8,0,2,2,3,21,16.5,22,2011
66,3/16/2011,26,76,26.20821918,MIA,OKC,L ,-11,39,30,39.5,8,21,0.381,0,3,0,3,3,1,0,8,8,3,1,1,1,0,19,12.7,-6,2011
67,3/18/2011,26,78,26.21369863,MIA,ATL,W ,21,30,54,30.9,16,21,0.762,5,7,0.714,6,7,0.857,0,2,2,3,0,0,4,2,43,32.2,23,2011
68,3/19/2011,26,79,26.21643836,MIA,DEN,W ,5,40,40,40.66666667,15,25,0.6,1,4,0.25,2,2,1,0,6,6,2,2,0,5,3,33,20.5,16,2011
69,3/23/2011,26,83,26.22739726,MIA,DET,W ,6,42,5,42.08333333,8,16,0.5,0,3,0,3,4,0.75,3,5,8,7,0,0,3,3,19,14.9,6,2011
70,3/25/2011,26,85,26.23287671,MIA,PHI,W ,12,41,1,41.01666667,11,17,0.647,1,4,0.25,9,9,1,2,8,10,2,3,1,4,3,32,28.2,17,2011
71,3/27/2011,26,87,26.23835616,MIA,HOU,W ,6,40,27,40.45,13,21,0.619,0,1,0,7,9,0.778,1,9,10,7,0,0,2,1,33,28.6,5,2011
72,3/29/2011,26,89,26.24383562,MIA,CLE,L ,-12,43,17,43.28333333,10,21,0.476,1,5,0.2,6,10,0.6,0,10,10,12,0,0,3,3,27,21.9,-9,2011
73,3/30/2011,26,90,26.24657534,MIA,WAS,W ,16,43,49,43.81666667,12,16,0.75,1,3,0.333,10,13,0.769,1,7,8,8,5,0,5,3,35,34.6,20,2011
74,4/1/2011,26,92,26.25205479,MIA,MIN,W ,19,42,53,42.88333333,11,20,0.55,0,1,0,5,7,0.714,2,4,6,10,3,1,3,2,27,26.1,15,2011
75,4/3/2011,26,94,26.25753425,MIA,NJN,W ,14,38,55,38.91666667,13,18,0.722,0,2,0,5,8,0.625,2,9,11,7,3,0,7,2,31,26.6,13,2011
76,4/6/2011,26,97,26.26575342,MIA,MIL,L ,-5,39,25,39.41666667,10,22,0.455,3,7,0.429,6,8,0.75,1,1,2,8,2,2,4,2,29,22,-10,2011
77,4/8/2011,26,99,26.27123288,MIA,CHA,W ,9,37,23,37.38333333,9,16,0.563,0,1,0,5,6,0.833,1,6,7,9,2,1,1,2,23,24.7,12,2011
78,4/10/2011,26,101,26.27671233,MIA,BOS,W ,23,37,11,37.18333333,11,19,0.579,0,2,0,5,9,0.556,0,5,5,7,4,1,4,1,27,23.2,24,2011
79,4/11/2011,26,102,26.27945205,MIA,ATL,W ,8,42,39,42.65,10,21,0.476,2,4,0.5,12,14,0.857,1,9,10,7,3,0,7,1,34,26.4,7,2011
,4/13/2011,26,104,26.28493151,MIA,TOR,W ,18,Did Not Play,,#VALUE!,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2011
1,12/25/2011,26,360,26.98630137,MIA,DAL,W ,11,36,16,36.26666667,11,19,0.579,0,0,,15,19,0.789,3,7,10,6,2,2,3,3,37,34.1,27,2012
2,12/27/2011,26,362,26.99178082,MIA,BOS,W ,8,36,0,36,9,14,0.643,0,0,,8,9,0.889,1,5,6,5,2,1,3,3,26,23.6,-7,2012
3,12/28/2011,26,363,26.99452055,MIA,CHA,W ,1,38,49,38.81666667,13,23,0.565,0,0,,9,9,1,0,6,6,7,3,2,2,0,35,33.2,5,2012
4,12/30/2011,27,0,27,MIA,MIN,W ,2,37,13,37.21666667,16,26,0.615,0,1,0,2,4,0.5,1,7,8,10,4,1,4,2,34,31.1,14,2012
5,1/1/2012,27,2,27.00547945,MIA,CHA,W ,39,28,2,28.03333333,6,10,0.6,0,0,,4,6,0.667,0,9,9,5,1,0,2,2,16,15,24,2012
6,1/2/2012,27,3,27.00821918,MIA,ATL,L ,-8,38,33,38.55,11,18,0.611,0,0,,6,9,0.667,2,5,7,6,0,0,4,1,28,21.3,-1,2012
7,1/4/2012,27,5,27.01369863,MIA,IND,W ,35,37,41,37.68333333,12,21,0.571,0,0,,9,11,0.818,2,6,8,13,2,0,2,2,33,33.8,31,2012
,1/5/2012,27,6,27.01643836,MIA,ATL,W ,7,Did Not Dress,,#VALUE!,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,2012
8,1/7/2012,27,8,27.02191781,MIA,NJN,W ,11,37,23,37.38333333,11,17,0.647,0,1,0,10,12,0.833,0,7,7,9,2,1,8,2,32,26,7,2012
9,1/10/2012,27,11,27.03013699,MIA,GSW,L ,-5,42,33,42.55,10,19,0.526,0,2,0,6,8,0.75,1,10,11,7,2,0,5,1,26,21.1,-5,2012
10,1/11/2012,27,12,27.03287671,MIA,LAC,L ,-6,41,53,41.88333333,7,19,0.368,0,1,0,9,17,0.529,2,11,13,7,2,0,6,5,23,12.9,-9,2012
11,1/13/2012,27,14,27.03835616,MIA,DEN,L ,-13,37,11,37.18333333,13,20,0.65,3,5,0.6,6,11,0.545,1,4,5,6,2,1,4,0,35,29,-16,2012
12,1/17/2012,27,18,27.04931507,MIA,SAS,W ,22,34,53,34.88333333,12,21,0.571,4,6,0.667,5,9,0.556,1,4,5,10,0,0,4,0,33,26.4,19,2012
13,1/19/2012,27,20,27.05479452,MIA,LAL,W ,11,37,13,37.21666667,12,27,0.444,2,3,0.667,5,7,0.714,3,5,8,8,4,3,3,4,31,26.8,0,2012
14,1/21/2012,27,22,27.06027397,MIA,PHI,W ,21,35,47,35.78333333,12,17,0.706,0,0,,4,4,1,0,9,9,5,4,3,4,1,28,28.8,9,2012
15,1/22/2012,27,23,27.0630137,MIA,MIL,L ,-9,37,22,37.36666667,8,18,0.444,0,1,0,12,13,0.923,4,9,13,5,1,0,3,2,28,24.4,-4,2012
16,1/24/2012,27,25,27.06849315,MIA,CLE,W ,7,37,48,37.8,8,21,0.381,1,4,0.25,1,4,0.25,1,4,5,5,2,0,5,1,18,7.3,9,2012
17,1/25/2012,27,26,27.07123288,MIA,DET,W ,3,41,39,41.65,9,20,0.45,1,3,0.333,13,14,0.929,1,5,6,7,2,0,4,3,32,25.1,6,2012
18,1/27/2012,27,28,27.07671233,MIA,NYK,W ,10,40,17,40.28333333,11,18,0.611,0,2,0,9,10,0.9,1,7,8,7,0,0,4,2,31,25.3,4,2012
19,1/29/2012,27,30,27.08219178,MIA,CHI,W ,4,40,58,40.96666667,12,23,0.522,1,1,1,10,15,0.667,1,10,11,5,0,1,6,2,35,22.8,3,2012
20,1/30/2012,27,31,27.08493151,MIA,NOH,W ,14,29,44,29.73333333,8,12,0.667,1,2,0.5,5,7,0.714,4,7,11,8,1,0,4,1,22,23.1,29,2012
21,2/1/2012,27,33,27.09041096,MIA,MIL,L ,-8,40,17,40.28333333,14,24,0.583,4,7,0.571,8,10,0.8,0,8,8,5,2,0,7,1,40,28.5,-6,2012
22,2/3/2012,27,35,27.09589041,MIA,PHI,W ,20,37,13,37.21666667,8,16,0.5,0,1,0,3,6,0.5,1,11,12,8,0,2,2,2,19,18,19,2012
23,2/5/2012,27,37,27.10136986,MIA,TOR,W ,6,38,29,38.48333333,10,17,0.588,0,1,0,10,12,0.833,0,9,9,2,1,0,5,1,30,21,11,2012
24,2/7/2012,27,39,27.10684932,MIA,CLE,W ,16,38,40,38.66666667,9,16,0.563,0,1,0,6,7,0.857,1,4,5,6,2,0,6,1,24,17.7,5,2012
25,2/8/2012,27,40,27.10958904,MIA,ORL,L ,-13,39,15,39.25,5,15,0.333,0,2,0,7,10,0.7,0,6,6,10,3,0,3,0,17,16.1,-1,2012
26,2/10/2012,27,42,27.11506849,MIA,WAS,W ,17,33,17,33.28333333,6,14,0.429,0,2,0,6,7,0.857,0,2,2,9,0,2,1,1,18,17.1,14,2012
